form,lemma,part_of_speech,id_sen
-,-,PUNCT,42.0
джебр,джебр,X,42.0
-,-,PUNCT,42.0
сложение,сложение,NOUN,42.0
),),PUNCT,42.0
.,.,PUNCT,42.0
Таким,такой,DET,43.0
образом,образ,NOUN,43.0
",",",",PUNCT,43.0
мы,мы,PRON,43.0
видим,видеть,VERB,43.0
",",",",PUNCT,43.0
что,что,SCONJ,43.0
латинизированное,латинизировать,VERB,43.0
имя,имя,NOUN,43.0
среднеазиатского,среднеазиатский,ADJ,43.0
учёного,ученый,NOUN,43.0
было,быть,AUX,43.0
вынесено,вынести,VERB,43.0
в,в,ADP,43.0
заглавие,заглавие,NOUN,43.0
книги,книга,NOUN,43.0
",",",",PUNCT,43.0
и,и,CCONJ,43.0
сегодня,сегодня,ADV,43.0
ни,ни,PART,43.0
у,у,ADP,43.0
кого,кто,PRON,43.0
нет,нет,VERB,43.0
сомнений,сомнение,NOUN,43.0
",",",",PUNCT,43.0
что,что,SCONJ,43.0
слово,слово,NOUN,43.0
"""","""",PUNCT,43.0
алгоритм,алгоритм,NOUN,43.0
"""","""",PUNCT,43.0
попало,попасть,VERB,43.0
в,в,ADP,43.0
европейские,европейский,ADJ,43.0
языки,язык,NOUN,43.0
именно,именно,PART,43.0
благодаря,благодаря,ADP,43.0
этому,этот,DET,43.0
сочинению,сочинение,NOUN,43.0
.,.,PUNCT,43.0
Однако,однако,ADV,44.0
вопрос,вопрос,NOUN,44.0
о,о,ADP,44.0
его,его,DET,44.0
смысле,смысл,NOUN,44.0
длительное,длительный,ADJ,44.0
время,время,NOUN,44.0
вызывал,вызывать,VERB,44.0
ожесточённые,ожесточенный,ADJ,44.0
споры,спор,NOUN,44.0
.,.,PUNCT,44.0
На,на,ADP,45.0
протяжении,протяжение,NOUN,45.0
многих,много,NUM,45.0
веков,век,NOUN,45.0
происхождению,происхождение,NOUN,45.0
слова,слово,NOUN,45.0
давались,давать,VERB,45.0
самые,самый,ADJ,45.0
разные,разный,ADJ,45.0
объяснения,объяснение,NOUN,45.0
.,.,PUNCT,45.0
Одни,один,DET,46.0
выводили,выводить,VERB,46.0
algorism,algorism,X,46.0
из,из,ADP,46.0
греческих,греческий,ADJ,46.0
algiros,algiros,X,46.0
(,(,PUNCT,46.0
больной,больной,ADJ,46.0
),),PUNCT,46.0
и,и,CCONJ,46.0
arithmos,arithmos,X,46.0
(,(,PUNCT,46.0
число,число,NOUN,46.0
),),PUNCT,46.0
.,.,PUNCT,46.0
Из,из,ADP,47.0
такого,такой,DET,47.0
объяснения,объяснение,NOUN,47.0
не,не,PART,47.0
очень,очень,ADV,47.0
ясно,ясный,ADJ,47.0
",",",",PUNCT,47.0
почему,почему,ADV,47.0
числа,число,NOUN,47.0
именно,именно,PART,47.0
"""","""",PUNCT,47.0
больные,больной,ADJ,47.0
"""","""",PUNCT,47.0
.,.,PUNCT,47.0
Или,или,CCONJ,48.0
же,же,PART,48.0
лингвистам,лингвист,NOUN,48.0
больными,больной,ADJ,48.0
казались,казаться,VERB,48.0
люди,человек,NOUN,48.0
",",",",PUNCT,48.0
имеющие,иметь,VERB,48.0
несчастье,несчастье,NOUN,48.0
заниматься,заниматься,VERB,48.0
вычислениями,вычисление,NOUN,48.0
?,?,PUNCT,48.0
Своё,свой,DET,49.0
объяснение,объяснение,NOUN,49.0
предлагал,предлагать,VERB,49.0
и,и,PART,49.0
энциклопедический,энциклопедический,ADJ,49.0
словарь,словарь,NOUN,49.0
Брокгауза,Брокгауз,PROPN,49.0
и,и,CCONJ,49.0
Ефрона,Ефрон,PROPN,49.0
.,.,PUNCT,49.0
В,в,ADP,50.0
нём,он,PRON,50.0
алгорифм,алгорифм,NOUN,50.0
(,(,PUNCT,50.0
кстати,кстати,ADV,50.0
",",",",PUNCT,50.0
до,до,ADP,50.0
революции,революция,NOUN,50.0
использовалось,использовать,VERB,50.0
написание,написание,NOUN,50.0
алгорифм,алгорифм,NOUN,50.0
",",",",PUNCT,50.0
через,через,ADP,50.0
фиту,фита,NOUN,50.0
),),PUNCT,50.0
производится,производить,VERB,50.0
"""","""",PUNCT,50.0
от,от,ADP,50.0
арабского,арабский,ADJ,50.0
слова,слово,NOUN,50.0
Аль-Горетм,Аль-Горетм,PROPN,50.0
",",",",PUNCT,50.0
то,то,PRON,50.0
есть,быть,VERB,50.0
корень,корень,NOUN,50.0
"""","""",PUNCT,50.0
.,.,PUNCT,50.0
Разумеется,разумеется,ADV,51.0
",",",",PUNCT,51.0
эти,этот,DET,51.0
объяснения,объяснение,NOUN,51.0
вряд,вряд,ADV,51.0
ли,ли,PART,51.0
можно,можно,ADV,51.0
счесть,счесть,VERB,51.0
убедительными,убедительный,ADJ,51.0
.,.,PUNCT,51.0
Упомянутый,упомянуть,VERB,52.0
выше,высоко,ADV,52.0
перевод,перевод,NOUN,52.0
сочинения,сочинение,NOUN,52.0
аль,аль,PART,52.0
-,-,PUNCT,52.0
Хорезми,Хорезми,PROPN,52.0
стал,стать,VERB,52.0
первой,первый,ADJ,52.0
ласточкой,ласточка,NOUN,52.0
",",",",PUNCT,52.0
и,и,CCONJ,52.0
в,в,ADP,52.0
течение,течение,NOUN,52.0
нескольких,несколько,NUM,52.0
следующих,следующий,ADJ,52.0
столетий,столетие,NOUN,52.0
появилось,появиться,VERB,52.0
множество,множество,NOUN,52.0
других,другой,ADJ,52.0
трудов,труд,NOUN,52.0
",",",",PUNCT,52.0
посвящённых,посвятить,VERB,52.0
всё,все,PART,52.0
тому,тот,DET,52.0
же,же,PART,52.0
вопросу,вопрос,NOUN,52.0
-,-,PUNCT,52.0
обучению,обучение,NOUN,52.0
искусству,искусство,NOUN,52.0
счёта,счет,NOUN,52.0
с,с,ADP,52.0
помощью,помощь,NOUN,52.0
цифр,цифра,NOUN,52.0
.,.,PUNCT,52.0
И,и,CCONJ,53.0
все,весь,DET,53.0
они,они,PRON,53.0
в,в,ADP,53.0
названии,название,NOUN,53.0
имели,иметь,VERB,53.0
слово,слово,NOUN,53.0
algoritmi,algoritmi,X,53.0
или,или,CCONJ,53.0
algorismi,algorismi,X,53.0
.,.,PUNCT,53.0
Про,про,ADP,54.0
аль,аль,PART,54.0
-,-,PUNCT,54.0
Хорезми,Хорезми,PROPN,54.0
позднейшие,позднейший,ADJ,54.0
авторы,автор,NOUN,54.0
ничего,ничто,PRON,54.0
не,не,PART,54.0
знали,знать,VERB,54.0
",",",",PUNCT,54.0
но,но,CCONJ,54.0
поскольку,поскольку,SCONJ,54.0
первый,первый,ADJ,54.0
перевод,перевод,NOUN,54.0
книги,книга,NOUN,54.0
начинается,начинаться,VERB,54.0
словами,слово,NOUN,54.0
:,:,PUNCT,54.0
"""","""",PUNCT,54.0
Dixit,Dixit,PROPN,54.0
algorizmi,algorizmi,X,54.0
:,:,PUNCT,54.0
…,…,PUNCT,54.0
"""","""",PUNCT,54.0
(,(,PUNCT,54.0
"""","""",PUNCT,54.0
Аль,Аль,PROPN,54.0
-,-,PUNCT,54.0
Хорезми,Хорезми,PROPN,54.0
говорил,говорить,VERB,54.0
:,:,PUNCT,54.0
…,…,PUNCT,54.0
"""","""",PUNCT,54.0
),),PUNCT,54.0
",",",",PUNCT,54.0
всё,все,PART,54.0
ещё,еще,ADV,54.0
связывали,связывать,VERB,54.0
это,этот,DET,54.0
слово,слово,NOUN,54.0
с,с,ADP,54.0
именем,имя,NOUN,54.0
конкретного,конкретный,ADJ,54.0
человека,человек,NOUN,54.0
.,.,PUNCT,54.0
Очень,очень,ADV,55.0
распространённой,распространенный,ADJ,55.0
была,быть,AUX,55.0
версия,версия,NOUN,55.0
о,о,ADP,55.0
греческом,греческий,ADJ,55.0
происхождении,происхождение,NOUN,55.0
книги,книга,NOUN,55.0
.,.,PUNCT,55.0
В,в,ADP,56.0
англо,английский,ADJ,56.0
-,-,PUNCT,56.0
норманнской,норманнский,ADJ,56.0
рукописи,рукопись,NOUN,56.0
XIII,xiii,ADJ,56.0
века,век,NOUN,56.0
",",",",PUNCT,56.0
написанной,писать,VERB,56.0
в,в,ADP,56.0
стихах,стихи,NOUN,56.0
",",",",PUNCT,56.0
читаем,читать,VERB,56.0
.,.,PUNCT,56.0
"""","""",PUNCT,57.0
Алгоризм,алгоризм,NOUN,57.0
был,быть,AUX,57.0
придуман,придумать,VERB,57.0
в,в,ADP,57.0
Греции,Греция,PROPN,57.0
.,.,PUNCT,57.0
Это,это,PRON,58.0
часть,часть,NOUN,58.0
арифметики,арифметика,NOUN,58.0
.,.,PUNCT,58.0
Придуман,придумать,VERB,59.0
он,он,PRON,59.0
был,быть,AUX,59.0
мастером,мастер,NOUN,59.0
по,по,ADP,59.0
имени,имя,NOUN,59.0
Алгоризм,Алгоризм,PROPN,59.0
",",",",PUNCT,59.0
который,который,PRON,59.0
дал,дать,VERB,59.0
ему,он,PRON,59.0
своё,свой,DET,59.0
имя,имя,NOUN,59.0
.,.,PUNCT,59.0
И,и,CCONJ,60.0
поскольку,поскольку,SCONJ,60.0
его,он,PRON,60.0
звали,звать,VERB,60.0
Алгоризм,Алгоризм,PROPN,60.0
",",",",PUNCT,60.0
Он,он,PRON,60.0
назвал,назвать,VERB,60.0
свою,свой,DET,60.0
книгу,книга,NOUN,60.0
"""","""",PUNCT,60.0
Алгоризм,Алгоризм,PROPN,60.0
"""","""",PUNCT,60.0
.,.,PUNCT,60.0
Около,около,ADP,61.0
1250,1250,ADJ,61.0
года,год,NOUN,61.0
английский,английский,ADJ,61.0
астроном,астроном,NOUN,61.0
и,и,CCONJ,61.0
математик,математик,NOUN,61.0
Иоанн,Иоанн,PROPN,61.0
Сакробоско,Сакробоско,PROPN,61.0
написал,писать,VERB,61.0
труд,труд,NOUN,61.0
по,по,ADP,61.0
арифметике,арифметика,NOUN,61.0
Algorismus,Algorismus,PROPN,61.0
vulgaris,vulgaris,X,61.0
",",",",PUNCT,61.0
на,на,ADP,61.0
столетия,столетие,NOUN,61.0
ставший,стать,VERB,61.0
основным,основной,ADJ,61.0
учебником,учебник,NOUN,61.0
по,по,ADP,61.0
вычислениям,вычисление,NOUN,61.0
в,в,ADP,61.0
десятичной,десятичный,ADJ,61.0
позиционной,позиционный,ADJ,61.0
системе,система,NOUN,61.0
счисления,счисление,NOUN,61.0
во,в,ADP,61.0
многих,много,NUM,61.0
европейских,европейский,ADJ,61.0
университетах,университет,NOUN,61.0
.,.,PUNCT,61.0
Во,в,ADP,62.0
введении,введение,NOUN,62.0
Сакробоско,Сакробоско,PROPN,62.0
назвал,назвать,VERB,62.0
автором,автор,NOUN,62.0
науки,наука,NOUN,62.0
о,о,ADP,62.0
счёте,счет,NOUN,62.0
мудреца,мудрец,NOUN,62.0
по,по,ADP,62.0
имени,имя,NOUN,62.0
Алгус,Алгус,PROPN,62.0
(,(,PUNCT,62.0
Algus,Algus,PROPN,62.0
),),PUNCT,62.0
.,.,PUNCT,62.0
А,а,CCONJ,63.0
в,в,ADP,63.0
популярной,популярный,ADJ,63.0
средневековой,средневековый,ADJ,63.0
поэме,поэма,NOUN,63.0
"""","""",PUNCT,63.0
Роман,Роман,PROPN,63.0
о,о,ADP,63.0
Розе,Роза,PROPN,63.0
"""","""",PUNCT,63.0
(,(,PUNCT,63.0
1275,1275,NUM,63.0
-,-,PUNCT,63.0
1280,1280,NUM,63.0
),),PUNCT,63.0
Жана,Жан,PROPN,63.0
де,де,PART,63.0
Мена,Мен,PROPN,63.0
"""","""",PUNCT,63.0
греческий,греческий,ADJ,63.0
философ,философ,NOUN,63.0
Алгус,Алгус,PROPN,63.0
"""","""",PUNCT,63.0
ставится,ставить,VERB,63.0
в,в,ADP,63.0
один,один,NUM,63.0
ряд,ряд,NOUN,63.0
с,с,ADP,63.0
Платоном,Платон,PROPN,63.0
",",",",PUNCT,63.0
Аристотелем,Аристотель,PROPN,63.0
",",",",PUNCT,63.0
Евклидом,Эвклид,PROPN,63.0
и,и,CCONJ,63.0
Птолемеем,Птолемей,PROPN,63.0
!,!,PUNCT,63.0
Встречался,встречаться,VERB,64.0
также,также,ADV,64.0
вариант,вариант,NOUN,64.0
написания,написание,NOUN,64.0
имени,имя,NOUN,64.0
Аргус,Аргус,PROPN,64.0
(,(,PUNCT,64.0
Argus,Argus,PROPN,64.0
),),PUNCT,64.0
.,.,PUNCT,64.0
И,и,CCONJ,65.0
хотя,хотя,SCONJ,65.0
",",",",PUNCT,65.0
согласно,согласно,ADP,65.0
древнегреческой,древнегреческий,ADJ,65.0
мифологии,мифология,NOUN,65.0
",",",",PUNCT,65.0
корабль,корабль,NOUN,65.0
"""","""",PUNCT,65.0
Арго,Арго,PROPN,65.0
"""","""",PUNCT,65.0
был,быть,AUX,65.0
построен,строить,VERB,65.0
Ясоном,Ясон,PROPN,65.0
",",",",PUNCT,65.0
именно,именно,PART,65.0
этому,этот,DET,65.0
Арго,Арго,PROPN,65.0
приписывалось,приписывать,VERB,65.0
строительство,строительство,NOUN,65.0
корабля,корабль,NOUN,65.0
.,.,PUNCT,65.0
"""","""",PUNCT,66.0
Мастер,мастер,NOUN,66.0
Алгус,Алгус,PROPN,66.0
"""","""",PUNCT,66.0
(,(,PUNCT,66.0
или,или,CCONJ,66.0
Аргус,Аргус,PROPN,66.0
),),PUNCT,66.0
стал,стать,VERB,66.0
в,в,ADP,66.0
средневековой,средневековый,ADJ,66.0
литературе,литература,NOUN,66.0
олицетворением,олицетворение,NOUN,66.0
счётного,счетный,ADJ,66.0
искусства,искусство,NOUN,66.0
.,.,PUNCT,66.0
И,и,CCONJ,67.0
в,в,ADP,67.0
уже,уже,ADV,67.0
упоминавшейся,упоминать,VERB,67.0
"""","""",PUNCT,67.0
Романе,Роман,PROPN,67.0
о,о,ADP,67.0
розе,роза,NOUN,67.0
"""","""",PUNCT,67.0
",",",",PUNCT,67.0
и,и,CCONJ,67.0
в,в,ADP,67.0
известной,известный,ADJ,67.0
итальянской,итальянский,ADJ,67.0
поэме,поэма,NOUN,67.0
"""","""",PUNCT,67.0
Цветок,цветок,NOUN,67.0
"""","""",PUNCT,67.0
",",",",PUNCT,67.0
написанной,писать,VERB,67.0
Дуранте,Дуранте,PROPN,67.0
",",",",PUNCT,67.0
имеются,иметься,VERB,67.0
фрагменты,фрагмент,NOUN,67.0
",",",",PUNCT,67.0
в,в,ADP,67.0
которых,который,PRON,67.0
говорится,говорить,VERB,67.0
",",",",PUNCT,67.0
что,что,SCONJ,67.0
даже,даже,PART,67.0
"""","""",PUNCT,67.0
mestre,mestre,X,67.0
Argus,Argus,PROPN,67.0
"""","""",PUNCT,67.0
не,не,PART,67.0
сумеет,уметь,VERB,67.0
подсчитать,подсчитать,VERB,67.0
",",",",PUNCT,67.0
сколько,сколько,NUM,67.0
раз,раз,NOUN,67.0
ссорятся,ссориться,VERB,67.0
и,и,CCONJ,67.0
мирятся,мириться,VERB,67.0
влюблённые,влюбленный,NOUN,67.0
.,.,PUNCT,67.0
Английский,английский,ADJ,68.0
поэт,поэт,NOUN,68.0
Джефри,Джеффри,PROPN,68.0
Чосер,Чосер,PROPN,68.0
в,в,ADP,68.0
поэме,поэма,NOUN,68.0
"""","""",PUNCT,68.0
Книга,книга,NOUN,68.0
герцогини,герцогиня,NOUN,68.0
"""","""",PUNCT,68.0
(,(,PUNCT,68.0
1369,1369,ADJ,68.0
г.,год,NOUN,68.0
),),PUNCT,68.0
пишет,писать,VERB,68.0
",",",",PUNCT,68.0
что,что,SCONJ,68.0
даже,даже,PART,68.0
